property,entity,frequency,timeline_entry_count,evaluated_n_statements
P54,Q2529122,A-Few-Years,3,3
P54,Q2539152,A-Few-Years,3,3
P54,Q2601529,A-Few-Years,3,3
P54,Q2628945,A-Year,3,3
P54,Q2641814,A-Few-Years,4,4
P54,Q2644804,A-Year,6,6
P54,Q2649232,A-Few-Years,3,3
P54,Q2681238,A-Few-Years,3,3
P54,Q2699695,A-Few-Years,4,4
P54,Q2735245,A-Year,8,8
P54,Q273784,A-Year,3,3
P54,Q2755034,A-Few-Years,6,6
P54,Q2782298,A-Year,4,4
P54,Q2784152,A-Year,4,4
P54,Q27854,A-Year,4,4
P54,Q27857,A-Year,5,5
P54,Q2812449,A-Few-Years,5,5
P54,Q2821352,A-Few-Years,4,4
P54,Q2825276,A-Few-Years,3,3
P54,Q2836916,A-Few-Years,3,3
P54,Q2852920,A-Year,4,4
P54,Q2879681,A-Few-Years,4,4
P54,Q2882091,A-Few-Years,3,3
P54,Q2966324,A-Few-Years,3,3
P54,Q2973465,A-Few-Years,3,3
P54,Q3020164,A-Few-Years,3,3
P54,Q3080481,A-Few-Years,5,5
P54,Q3099088,A-Few-Years,3,3
P54,Q3099497,A-Few-Years,3,3
P54,Q3120553,A-Year,5,5
P54,Q3141251,A-Few-Years,5,5
P54,Q3160693,A-Few-Years,4,4
P54,Q3186079,A-Year,7,7
P54,Q3193561,A-Year,3,3
P54,Q3195704,A-Few-Years,3,3
P54,Q3200051,A-Few-Years,4,4
P54,Q3219549,A-Few-Years,4,4
P54,Q323065,A-Few-Years,3,3
P54,Q3241851,A-Few-Years,3,3
P54,Q324684,A-Few-Years,3,3
P54,Q3259586,A-Year,4,4
P54,Q3264494,A-Few-Years,3,3
P54,Q3266726,A-Year,6,6
P54,Q3290781,A-Few-Years,4,4
P54,Q3299770,A-Few-Years,3,3
P54,Q3300169,A-Few-Years,3,3
P54,Q3300377,A-Few-Years,3,3
P54,Q3303891,A-Few-Years,3,3
P54,Q3312085,A-Few-Years,3,3
P54,Q3370690,A-Few-Years,4,4
P54,Q3383091,A-Few-Years,4,4
P54,Q3443829,A-Few-Years,5,5
P54,Q3491594,A-Few-Years,4,4
P54,Q3492503,A-Year,5,5
P54,Q3493972,A-Few-Years,4,4
P54,Q3501669,A-Few-Years,3,3
P54,Q3506501,A-Few-Years,3,3
P54,Q3530247,A-Few-Years,5,5
P54,Q3545172,A-Few-Years,4,4
P54,Q3559510,A-Few-Years,3,3
P54,Q3559895,A-Year,3,3
P54,Q3561285,A-Few-Years,3,3
P54,Q3600369,A-Few-Years,3,3
P54,Q3610202,A-Year,5,5
P54,Q3610647,A-Few-Years,5,5
P54,Q3707939,A-Year,3,3
P54,Q3724694,A-Few-Years,3,3
P54,Q3734381,A-Year,5,5
P54,Q3780123,A-Few-Years,6,6
P54,Q3811459,A-Year,4,4
P54,Q3830607,A-Few-Years,3,3
P54,Q38321,A-Few-Years,4,4
P54,Q3840576,A-Few-Years,4,4
P54,Q3849389,A-Few-Years,4,4
P54,Q3850345,A-Few-Years,5,5
P54,Q3853980,A-Few-Years,6,6
P54,Q389477,A-Year,3,3
P54,Q393038,A-Few-Years,4,4
P54,Q3946477,A-Few-Years,3,3
P54,Q3954705,A-Few-Years,5,5
P54,Q3973478,A-Few-Years,4,4
P54,Q4025194,A-Few-Years,4,4
P54,Q4184394,A-Year,3,3
P54,Q4201761,A-Year,3,3
P54,Q4284379,A-Few-Years,3,3
P54,Q4308066,A-Few-Years,4,4
P54,Q4355271,A-Year,6,6
P54,Q4404548,A-Year,4,4
P54,Q4405032,A-Few-Years,3,3
P54,Q4406906,A-Year,5,5
P54,Q443541,A-Few-Years,5,5
P54,Q46372,A-Few-Years,3,3
P54,Q4662518,A-Few-Years,4,4
P54,Q4678886,A-Few-Years,4,4
P54,Q4681463,A-Year,5,5
P54,Q4696503,A-Few-Years,5,5
P54,Q4696739,A-Few-Years,4,4
P54,Q4705120,A-Year,5,5
P54,Q4706657,A-Year,4,4
P54,Q4708303,A-Few-Years,3,3
P54,Q4712117,A-Year,3,3
P54,Q4714612,A-Few-Years,3,3
P54,Q4715045,A-Few-Years,3,3
P54,Q4715086,A-Year,3,3
P54,Q4715212,A-Year,3,3
P54,Q4715391,A-Year,5,5
P54,Q4715897,A-Few-Years,4,4
P54,Q4715947,A-Few-Years,4,4
P54,Q4716070,A-Few-Years,5,5
P54,Q4716324,A-Year,5,5
P54,Q4720809,A-Few-Years,4,4
P54,Q4724801,A-Year,7,7
P54,Q4724816,A-Few-Years,3,3
P54,Q4749029,A-Year,6,6
P54,Q4749865,A-Few-Years,3,3
P54,Q475361,A-Few-Years,3,3
P54,Q4754108,A-Year,3,3
P54,Q4756033,A-Year,5,5
P54,Q4756076,A-Few-Years,5,5
P54,Q4757347,A-Few-Years,4,4
P54,Q4773472,A-Few-Years,5,5
P54,Q4776732,A-Few-Years,4,4
P54,Q4776801,A-Year,4,4
P54,Q4777957,A-Few-Years,4,4
P54,Q4801585,A-Few-Years,4,4
P54,Q4801613,A-Year,4,4
P54,Q4801896,A-Few-Years,5,5
P54,Q4801906,A-Few-Years,3,3
P54,Q4801938,A-Year,4,4
P54,Q4801942,A-Year,4,4
P54,Q4806077,A-Few-Years,5,5
P54,Q4807286,A-Few-Years,3,3
P54,Q4820720,A-Year,4,4
P54,Q4828865,A-Year,4,4
P54,Q4831486,A-Few-Years,4,4
P54,Q4837389,A-Year,6,6
P54,Q4842703,A-Year,8,8
P54,Q4854380,A-Few-Years,4,4
P54,Q4854973,A-Year,8,8
P54,Q487306,A-Few-Years,3,3
P54,Q4886898,A-Few-Years,3,3
P54,Q491877,A-Few-Years,3,3
P54,Q4923889,A-Year,7,7
P54,Q493336,A-Year,5,5
P54,Q4937973,A-Year,7,7
P54,Q4945378,A-Few-Years,3,3
P54,Q4957406,A-Year,4,4
P54,Q4965352,A-Year,5,5
P54,Q4974417,A-Few-Years,4,4
P54,Q501719,A-Year,7,7
P54,Q5024053,A-Few-Years,3,3
P54,Q5041616,A-Year,6,6
P54,Q5096611,A-Few-Years,3,3
P54,Q5097347,A-Year,5,5
P54,Q5106452,A-Few-Years,4,4
P54,Q5109937,A-Few-Years,4,4
P54,Q5119181,A-Year,6,6
P54,Q5129375,A-Few-Years,3,3
P54,Q5180717,A-Few-Years,6,6
P54,Q5202493,A-Few-Years,5,5
P54,Q5202503,A-Few-Years,7,7
P54,Q5202593,A-Few-Years,3,3
P54,Q5214145,A-Few-Years,4,4
P54,Q5217892,A-Year,3,3
P54,Q5219532,A-Few-Years,5,5
P54,Q5220687,A-Few-Years,5,5
P54,Q5224124,A-Few-Years,3,3
P54,Q5243276,A-Few-Years,3,3
P54,Q5249377,A-Year,8,8
P54,Q525240,A-Few-Years,3,3
P54,Q5257223,A-Year,4,4
P54,Q5257500,A-Year,4,4
P54,Q5272050,A-Year,6,6
P54,Q5274772,A-Year,6,6
P54,Q5277452,A-Year,5,5
P54,Q5277468,A-Few-Years,4,4
P54,Q5279386,A-Few-Years,4,4
P54,Q5285453,A-Year,6,6
P54,Q5285513,A-Few-Years,3,3
P54,Q5285538,A-Few-Years,5,5
P54,Q5285592,A-Few-Years,6,6
P54,Q5285636,A-Year,4,4
P54,Q5285709,A-Year,3,3
P54,Q5286000,A-Year,5,5
P54,Q528901,A-Few-Years,4,4
P54,Q5296733,A-Few-Years,4,4
P54,Q5300674,A-Few-Years,4,4
P54,Q5304838,A-Year,10,10
P54,Q5306177,A-Few-Years,3,3
P54,Q531231,A-Few-Years,4,4
P54,Q5331901,A-Year,3,3
P54,Q5340601,A-Few-Years,3,3
P54,Q5369115,A-Few-Years,3,3
P54,Q5373317,A-Few-Years,4,4
P54,Q5387071,A-Few-Years,5,5
P54,Q5400747,A-Few-Years,3,3
P54,Q5428180,A-Year,5,5
P54,Q5429226,A-Few-Years,4,4
P54,Q5431380,A-Few-Years,3,3
P54,Q5444286,A-Year,5,5
P54,Q5448518,A-Few-Years,8,8
P54,Q5451202,A-Few-Years,3,3
P54,Q5463710,A-Year,9,9
P54,Q5493648,A-Year,5,5
P54,Q5524899,A-Year,8,8
P54,Q5527922,A-Year,5,5
P54,Q5543358,A-Few-Years,3,3
P54,Q5549920,A-Few-Years,5,5
P54,Q5563442,A-Few-Years,4,4
P54,Q5609056,A-Year,5,5
P54,Q5616283,A-Year,8,8
P54,Q5637849,A-Year,6,6
P54,Q5643935,A-Few-Years,4,4
P54,Q5645849,A-Few-Years,3,3
P54,Q5657165,A-Few-Years,6,6
P54,Q565730,A-Year,4,4
P54,Q5673831,A-Few-Years,4,4
P54,Q5697506,A-Year,5,5
P54,Q5698127,A-Few-Years,3,3
P54,Q5725464,A-Year,7,7
P54,Q5745149,A-Few-Years,4,4
P54,Q5860308,A-Few-Years,4,4
P54,Q5879992,A-Few-Years,4,4
P54,Q5894503,A-Year,4,4
P54,Q590433,A-Few-Years,4,4
P54,Q5923809,A-Year,4,4
P54,Q5924494,A-Year,5,5
P54,Q5925556,A-Year,3,3
P54,Q5925584,A-Few-Years,3,3
P54,Q5933478,A-Year,5,5
P54,Q5933963,A-Year,4,4
P54,Q5940681,A-Few-Years,3,3
P54,Q5951248,A-Year,3,3
P54,Q5957233,A-Few-Years,4,4
P54,Q5972194,A-Few-Years,3,3
P54,Q5977154,A-Few-Years,4,4
P54,Q5991992,A-Few-Years,3,3
P54,Q5993168,A-Few-Years,5,5
P54,Q5993543,A-Year,7,7
P54,Q5993582,A-Few-Years,3,3
P54,Q5994787,A-Few-Years,3,3
P54,Q5998434,A-Few-Years,4,4
P54,Q6001369,A-Few-Years,3,3
P54,Q6028088,A-Few-Years,4,4
P54,Q6037529,A-Few-Years,3,3
P54,Q6087034,A-Year,8,8
P54,Q6087996,A-Few-Years,3,3
P54,Q6095780,A-Year,4,4
P54,Q6097110,A-Few-Years,3,3
P54,Q6097490,A-Few-Years,3,3
P54,Q6098329,A-Year,3,3
P54,Q6100218,A-Year,4,4
P54,Q6104898,A-Year,4,4
P54,Q6127930,A-Year,5,5
P54,Q6147209,A-Few-Years,4,4
P54,Q6150945,A-Few-Years,4,4
P54,Q6165450,A-Few-Years,4,4
P54,Q6166280,A-Few-Years,3,3
P54,Q6172960,A-Year,5,5
P54,Q6176545,A-Year,5,5
P54,Q6177749,A-Few-Years,4,4
P54,Q6186257,A-Year,4,4
P54,Q6189153,A-Year,5,5
P54,Q619169,A-Few-Years,4,4
P54,Q6205081,A-Year,3,3
P54,Q6211176,A-Few-Years,5,5
P54,Q6221507,A-Few-Years,3,3
P54,Q6279325,A-Few-Years,5,5
P54,Q6355448,A-Few-Years,3,3
P54,Q6370575,A-Year,4,4
P54,Q6381775,A-Few-Years,3,3
P54,Q6397414,A-Few-Years,3,3
P54,Q6399384,A-Year,6,6
P54,Q6401503,A-Few-Years,4,4
P54,Q6408997,A-Few-Years,3,3
P54,Q6409145,A-Few-Years,3,3
P54,Q6409659,A-Year,4,4
P54,Q6415240,A-Few-Years,5,5
P54,Q6437923,A-Few-Years,3,3
P54,Q6438592,A-Few-Years,3,3
P54,Q6451926,A-Year,4,4
P54,Q6499464,A-Few-Years,5,5
P54,Q6513790,A-Year,3,3
P54,Q6513930,A-Few-Years,3,3
P54,Q6539181,A-Year,4,4
P54,Q6539745,A-Year,7,7
P54,Q6540236,A-Year,6,6
P54,Q656227,A-Few-Years,3,3
P54,Q6581922,A-Few-Years,4,4
P54,Q6695870,A-Few-Years,5,5
P54,Q6696157,A-Few-Years,3,3
P54,Q6697963,A-Year,5,5
P54,Q6700264,A-Few-Years,3,3
P54,Q6700410,A-Year,6,6
P54,Q6701402,A-Few-Years,5,5
P54,Q6701631,A-Few-Years,3,3
P54,Q6710454,A-Few-Years,3,3
P54,Q6720785,A-Few-Years,3,3
P54,Q672291,A-Few-Years,4,4
P54,Q6732303,A-Few-Years,3,3
P54,Q6734329,A-Year,7,7
P54,Q6739747,A-Year,5,5
P54,Q6757827,A-Few-Years,5,5
P54,Q6757897,A-Few-Years,4,4
P54,Q6764954,A-Few-Years,3,3
P54,Q6766540,A-Few-Years,3,3
P54,Q6768765,A-Few-Years,5,5
P54,Q6776194,A-Few-Years,3,3
P54,Q6782380,A-Year,5,5
P54,Q6789237,A-Few-Years,4,4
P54,Q6789462,A-Few-Years,3,3
P54,Q6791933,A-Year,8,8
P54,Q6795655,A-Year,6,6
P54,Q6795687,A-Few-Years,3,3
P54,Q6809819,A-Few-Years,4,4
P54,Q6813980,A-Year,3,3
P54,Q681938,A-Few-Years,4,4
P54,Q6828598,A-Few-Years,3,3
P54,Q6829511,A-Few-Years,4,4
P54,Q6832855,A-Few-Years,3,3
P54,Q6835987,A-Few-Years,4,4
P54,Q6836713,A-Few-Years,4,4
P54,Q6848772,A-Few-Years,3,3
P54,Q6849642,A-Few-Years,3,3
P54,Q6850377,A-Few-Years,4,4
P54,Q6885619,A-Year,6,6
P54,Q6890980,A-Year,7,7
P54,Q6891096,A-Year,3,3
P54,Q6893892,A-Few-Years,3,3
P54,Q6893950,A-Year,7,7
P54,Q6916853,A-Year,6,6
P54,Q6916870,A-Few-Years,4,4
P54,Q6917145,A-Few-Years,4,4
P54,Q6933477,A-Few-Years,3,3
P54,Q6936058,A-Few-Years,3,3
P54,Q6944055,A-Few-Years,3,3
P54,Q6969051,A-Year,8,8
P54,Q698299,A-Year,5,5
P54,Q6990638,A-Few-Years,3,3
P54,Q7002101,A-Few-Years,3,3
P54,Q7023367,A-Year,4,4
P54,Q702762,A-Few-Years,4,4
P54,Q7028677,A-Few-Years,5,5
P54,Q7030450,A-Year,7,7
P54,Q7035065,A-Year,4,4
P54,Q7035734,A-Year,6,6
P54,Q7036352,A-Few-Years,4,4
P54,Q7050351,A-Few-Years,3,3
P54,Q7079870,A-Few-Years,4,4
P54,Q7086028,A-Few-Years,3,3
P54,Q7086128,A-Year,6,6
P54,Q7103048,A-Few-Years,4,4
P54,Q7121689,A-Year,5,5
P54,Q7137833,A-Few-Years,3,3
P54,Q7147909,A-Year,4,4
P54,Q7155541,A-Few-Years,5,5
P54,Q7159531,A-Few-Years,3,3
P54,Q716178,A-Few-Years,3,3
P54,Q716680,A-Year,8,8
P54,Q7171735,A-Few-Years,4,4
P54,Q7192035,A-Few-Years,3,3
P54,Q7196958,A-Few-Years,5,5
P54,Q7198047,A-Year,9,9
P54,Q7199781,A-Few-Years,3,3
P54,Q7230200,A-Few-Years,4,4
P54,Q7230239,A-Few-Years,3,3
P54,Q7235890,A-Year,3,3
P54,Q7279510,A-Few-Years,3,3
P54,Q7280526,A-Few-Years,3,3
P54,Q7282506,A-Few-Years,3,3
P54,Q7286157,A-Year,4,4
P54,Q7289819,A-Year,7,7
P54,Q7292922,A-Few-Years,4,4
P54,Q7322625,A-Few-Years,5,5
P54,Q7329094,A-Few-Years,3,3
P54,Q73377,A-Year,4,4
P54,Q7357415,A-Few-Years,4,4
P54,Q7361990,A-Few-Years,3,3
P54,Q7362055,A-Few-Years,3,3
P54,Q7379233,Many-Years,3,3
P54,Q7380976,A-Year,4,4
P54,Q7381025,A-Year,6,6
P54,Q7383923,A-Year,11,11
P54,Q7384448,A-Few-Years,6,6
P54,Q7400035,A-Few-Years,5,5
P54,Q7400490,A-Year,8,8
P54,Q7402702,A-Few-Years,3,3
P54,Q7427303,A-Few-Years,6,6
P54,Q7428385,A-Few-Years,4,4
P54,Q7428473,A-Few-Years,4,4
P54,Q7429487,A-Few-Years,5,5
P54,Q7429489,A-Few-Years,5,5
P54,Q7435938,A-Year,7,7
P54,Q7441174,A-Few-Years,6,6
P54,Q7442431,A-Year,5,5
P54,Q7448812,A-Few-Years,3,3
P54,Q7453436,A-Few-Years,5,5
P54,Q7453515,A-Few-Years,3,3
P54,Q7453775,A-Few-Years,5,5
P54,Q7461603,A-Few-Years,4,4
P54,Q7487793,A-Few-Years,3,3
P54,Q7488010,A-Year,6,6
P54,Q7504715,A-Few-Years,3,3
P54,Q7519654,A-Few-Years,5,5
P54,Q7532113,A-Few-Years,3,3
P54,Q7553703,A-Few-Years,3,3
P54,Q7561628,A-Few-Years,3,3
P54,Q7598982,A-Year,5,5
P54,Q7609497,A-Few-Years,6,6
P54,Q7612799,A-Few-Years,5,5
P54,Q7614813,A-Year,5,5
P54,Q7615138,A-Few-Years,4,4
P54,Q7626721,A-Few-Years,4,4
P54,Q763527,A-Few-Years,4,4
P54,Q7644375,A-Few-Years,3,3
P54,Q7652818,A-Year,4,4
P54,Q7682327,A-Year,7,7
P54,Q7777729,A-Year,5,5
P54,Q7801907,A-Year,5,5
P54,Q7850048,A-Few-Years,3,3
P54,Q7881743,A-Few-Years,3,3
P54,Q7908274,A-Year,3,3
P54,Q7908276,A-Year,3,3
P54,Q7908640,A-Few-Years,3,3
P54,Q7925391,A-Year,5,5
P54,Q7926041,A-Few-Years,3,3
P54,Q7926222,A-Few-Years,5,5
P54,Q792990,A-Year,4,4
P54,Q7931770,A-Few-Years,6,6
P54,Q7932206,A-Year,7,7
P54,Q7938592,A-Few-Years,7,7
P54,Q7938625,A-Few-Years,3,3
P54,Q7939840,A-Year,6,6
P54,Q7944589,A-Few-Years,5,5
P54,Q795319,A-Few-Years,3,3
P54,Q7967015,A-Few-Years,3,3
P54,Q7974933,A-Few-Years,3,3
P54,Q7983982,A-Year,5,5
P54,Q7994431,A-Year,6,6
P54,Q8054487,A-Year,9,9
P54,Q8055154,A-Few-Years,3,3
P54,Q8055221,A-Few-Years,3,3
P54,Q8060201,A-Few-Years,3,3
P54,Q8062119,A-Year,7,7
P54,Q8063945,A-Year,7,7
P54,Q8071017,A-Few-Years,4,4
P54,Q8071099,A-Year,4,4
P54,Q8078154,A-Few-Years,6,6
P54,Q810612,A-Year,4,4
P54,Q815029,A-Few-Years,3,3
P54,Q817389,A-Few-Years,4,4
P54,Q8210763,A-Few-Years,3,3
P54,Q822797,A-Year,5,5
P54,Q831879,A-Year,4,4
P54,Q866172,A-Year,3,3
P54,Q8974807,A-Few-Years,4,4
P54,Q9002940,A-Few-Years,7,7
P54,Q9003253,A-Year,7,7
P54,Q9015137,A-Few-Years,3,3
P54,Q9025117,A-Year,5,5
P54,Q9074291,A-Few-Years,3,3
P54,Q9083785,A-Few-Years,3,3
P54,Q9095757,A-Year,4,4
P54,Q9354160,A-Few-Years,3,3
P54,Q969865,A-Few-Years,4,4
P54,Q97815,A-Year,3,3
P54,Q980792,A-Few-Years,5,5
P54,Q134888409,A-Year,3,3
P54,Q57267580,A-Year,3,3
P54,Q59209588,A-Few-Months,3,3
P54,Q117034758,A-Year,3,3
P54,Q10413673,A-Few-Years,4,4
P54,Q10422515,A-Few-Years,4,4
P54,Q1449226,A-Few-Years,3,3
P54,Q16557304,A-Year,4,4
P54,Q1709248,A-Few-Years,3,3
P54,Q1793366,A-Few-Years,3,3
P54,Q19285861,A-Few-Years,3,3
P54,Q22342645,A-Few-Years,3,3
P54,Q3835635,A-Few-Years,4,4
P54,Q3887075,A-Few-Years,5,5
P54,Q5272725,A-Few-Years,3,3
P54,Q5590115,A-Few-Years,4,4
P54,Q9334023,A-Few-Years,4,4
P54,Q119247354,A-Few-Years,3,3
P54,Q119398595,A-Year,3,3
P54,Q120974052,A-Year,3,3
P54,Q121094539,A-Few-Months,3,3
P54,Q124256812,A-Year,3,3
P54,Q1086309,A-Few-Years,3,3
P54,Q110631,A-Few-Years,4,4
P54,Q11323824,A-Few-Years,5,5
P54,Q1156529,A-Year,5,5
P54,Q1166623,A-Few-Years,3,3
P54,Q1187214,A-Few-Years,3,3
P54,Q118979932,A-Few-Years,3,3
P54,Q123597387,A-Few-Years,3,3
P54,Q129182495,A-Few-Years,3,3
P54,Q133545431,A-Few-Years,3,3
P54,Q1342716,A-Few-Years,4,4
P54,Q135934846,A-Year,3,3
P54,Q136718540,A-Year,3,3
P54,Q1395269,A-Few-Years,4,4
P54,Q1429829,A-Few-Years,3,3
P54,Q1517214,A-Few-Years,4,4
P54,Q1551230,A-Few-Years,3,3
P54,Q1553689,A-Few-Years,4,4
P54,Q1653523,A-Few-Years,3,3
P54,Q1690011,A-Few-Months,3,3
P54,Q17098691,A-Year,3,3
P54,Q1763746,A-Year,3,3
P54,Q1911394,A-Year,5,5
P54,Q19282249,A-Year,4,4
P54,Q19599024,A-Few-Years,3,3
P54,Q19599157,A-Few-Years,3,3
P54,Q2065157,A-Year,4,4
P54,Q2096358,A-Few-Years,3,3
P54,Q212555,A-Few-Years,4,4
P54,Q2395616,A-Few-Years,3,3
P54,Q256830,A-Year,3,3
P54,Q2833901,A-Few-Years,3,3
P54,Q2911002,A-Few-Years,3,3
P54,Q3196006,A-Few-Years,3,3
P54,Q326518,A-Few-Years,3,3
P54,Q3276513,A-Few-Years,5,5
P54,Q3287666,A-Year,4,4
P54,Q329481,A-Year,5,5
P54,Q3313079,A-Year,3,3
P54,Q3515655,A-Year,5,5
P54,Q3520728,A-Few-Years,3,3
P54,Q353634,A-Few-Years,4,4
P54,Q38881233,A-Year,3,3
P54,Q433756,A-Year,4,4
P54,Q456102,A-Few-Years,3,3
P54,Q4572468,A-Few-Years,3,3
P54,Q4717917,A-Few-Years,3,3
P54,Q4939586,A-Few-Years,4,4
P54,Q494505,A-Year,4,4
P54,Q507896,A-Year,4,4
P54,Q547025,A-Year,4,4
P54,Q5771984,A-Year,3,3
P54,Q6079915,A-Few-Years,3,3
P54,Q6233857,A-Year,3,3
P54,Q6275773,A-Few-Years,3,3
P54,Q64142174,A-Year,3,3
P54,Q65892,A-Few-Years,4,4
P54,Q6950479,A-Few-Years,4,4
P54,Q711410,A-Year,4,4
P54,Q731485,A-Few-Years,3,3
P54,Q736963,A-Few-Years,5,5
P54,Q848281,Many-Years,3,3
P54,Q949574,A-Few-Years,3,3
P54,Q967992,A-Few-Years,3,3
P54,Q97460653,A-Few-Years,3,3
P54,Q7677057,A-Few-Years,3,3
P54,Q66562138,A-Year,5,5
P54,Q98098354,A-Year,3,3
P54,Q1333547,A-Few-Years,3,3
P54,Q114708291,A-Year,3,3
P54,Q1150722,A-Few-Years,3,3
P54,Q115306992,A-Few-Years,3,3
P54,Q115523032,A-Year,3,3
P54,Q115789476,A-Year,5,5
P54,Q1174409,A-Few-Years,3,3
P54,Q1187284,A-Few-Years,3,3
P54,Q120333989,A-Year,4,4
P54,Q12258661,A-Few-Years,3,3
P54,Q130962431,A-Year,3,3
P54,Q1431380,A-Few-Years,3,3
P54,Q15269,A-Few-Years,3,3
P54,Q15880782,A-Year,3,3
P54,Q1655969,A-Year,3,3
P54,Q1923247,A-Few-Years,3,3
P54,Q1945768,A-Year,3,3
P54,Q19662171,A-Year,3,3
P54,Q19757746,A-Year,3,3
P54,Q19953731,A-Year,5,5
P54,Q2060174,A-Few-Years,3,3
P54,Q2496177,A-Year,3,3
P54,Q26207342,A-Few-Years,3,3
P54,Q26234724,A-Year,3,3
P54,Q26333530,A-Year,3,3
P54,Q2675349,A-Year,3,3
P54,Q272488,A-Few-Years,3,3
P54,Q2747945,A-Few-Years,3,3
P54,Q29545573,A-Few-Years,3,3
P54,Q3270384,A-Year,4,4
P54,Q3754678,A-Year,3,3
P54,Q41686603,A-Few-Years,3,3
P54,Q459797,A-Year,3,3
P54,Q460720,A-Few-Years,3,3
P54,Q4757311,A-Few-Years,4,4
P54,Q4818414,A-Year,6,6
P54,Q4935929,A-Year,4,4
P54,Q4950172,A-Year,4,4
P54,Q502843,A-Year,4,4
P54,Q5106003,A-Few-Years,3,3
P54,Q511800,A-Few-Years,3,3
P54,Q55158634,A-Year,4,4
P54,Q55185751,A-Year,4,4
P54,Q6113280,A-Year,3,3
P54,Q6552912,A-Year,4,4
P54,Q694627,A-Year,4,4
P54,Q7378575,A-Few-Years,5,5
P54,Q83173225,A-Few-Years,3,3
P54,Q896334,A-Few-Years,3,3
P54,Q952047,A-Few-Years,4,4
P54,Q953738,A-Few-Years,4,4
P54,Q1017219,A-Year,4,4
P54,Q1029382,A-Year,3,3
P54,Q10379876,A-Year,6,6
P54,Q10387161,A-Year,5,5
P54,Q1042865,A-Year,3,3
P54,Q10433930,A-Few-Years,3,3
P54,Q10439015,A-Year,3,3
P54,Q10439133,A-Year,3,3
P54,Q10444310,A-Year,5,5
P54,Q10458928,A-Few-Years,3,3
P54,Q10465560,A-Year,4,4
P54,Q10480443,A-Year,3,3
P54,Q10481941,A-Year,4,4
P54,Q10482010,A-Year,5,5
P54,Q10484914,A-Year,4,4
P54,Q10488259,A-Few-Years,3,3
P54,Q10488466,A-Year,5,5
P54,Q10504019,A-Few-Years,3,3
P54,Q10504380,A-Year,3,3
P54,Q10510834,A-Year,4,4
P54,Q10513408,A-Year,5,5
P54,Q10513475,A-Year,5,5
P54,Q10513592,A-Few-Years,4,4
P54,Q10513721,A-Year,3,3
P54,Q10513776,A-Year,4,4
P54,Q10514019,A-Year,4,4
P54,Q10514147,A-Few-Years,3,3
P54,Q10514791,A-Year,4,4
P54,Q10516128,A-Few-Years,4,4
P54,Q10517323,A-Few-Years,4,4
P54,Q10517458,A-Year,3,3
P54,Q10530792,A-Year,5,5
P54,Q10532030,A-Few-Years,3,3
P54,Q10540468,A-Year,3,3
P54,Q10540954,A-Year,4,4
P54,Q10541889,A-Few-Years,4,4
P54,Q10548880,A-Few-Years,3,3
P54,Q10552070,A-Year,4,4
P54,Q10554017,A-Few-Years,3,3
P54,Q10555260,A-Year,3,3
P54,Q1066702,A-Year,5,5
P54,Q1083128,A-Few-Years,4,4
P54,Q1086663,A-Year,3,3
P54,Q1086810,A-Year,4,4
P54,Q1099507,A-Year,5,5
P54,Q1109746,A-Year,5,5
P54,Q110984049,A-Few-Years,3,3
P54,Q116491,A-Year,6,6
P54,Q1183216,A-Few-Years,3,3
P54,Q1187722,A-Year,3,3
P54,Q11997565,A-Few-Years,3,3
P54,Q1214495,A-Year,3,3
P54,Q12181827,A-Few-Years,4,4
P54,Q12390840,A-Few-Years,3,3
P54,Q1290637,A-Few-Years,3,3
P54,Q1297331,A-Few-Years,3,3
P54,Q1355827,A-Few-Years,3,3
P54,Q13571909,A-Year,4,4
P54,Q1392341,A-Few-Years,3,3
P54,Q1420167,A-Year,4,4
P54,Q14371091,A-Few-Years,4,4
P54,Q1444529,A-Year,4,4
P54,Q1450730,A-Year,3,3
P54,Q14684180,A-Few-Years,3,3
P54,Q1472210,A-Year,3,3
P54,Q14759981,A-Few-Years,3,3
P54,Q14776326,A-Year,4,4
P54,Q14797321,A-Few-Years,3,3
P54,Q1500230,A-Year,4,4
P54,Q15060730,A-Few-Years,3,3
P54,Q1510679,A-Few-Years,4,4
P54,Q1528521,A-Year,6,6
P54,Q15316228,A-Year,7,7
P54,Q1549921,A-Year,4,4
P54,Q15526585,A-Few-Years,5,5
P54,Q15622708,A-Few-Years,4,4
P54,Q15632027,A-Year,4,4
P54,Q15635673,A-Year,4,4
P54,Q15674101,A-Year,5,5
P54,Q1581938,A-Year,4,4
P54,Q15823231,A-Few-Years,3,3
P54,Q15825594,A-Few-Years,4,4
P54,Q15831095,A-Few-Years,6,6
P54,Q15831199,A-Few-Years,5,5
P54,Q15847053,A-Year,6,6
P54,Q15857566,A-Year,3,3
P54,Q1591994,A-Year,3,3
P54,Q1605543,A-Year,5,5
P54,Q16082795,A-Few-Years,3,3
P54,Q16149793,A-Year,4,4
P54,Q16156902,A-Few-Years,4,4
P54,Q1617837,A-Few-Years,4,4
P54,Q16199592,A-Year,6,6
P54,Q16199963,A-Few-Years,4,4
P54,Q16204647,A-Year,6,6
P54,Q16204849,A-Few-Years,3,3
P54,Q16205342,A-Few-Years,3,3
P54,Q16221099,A-Few-Years,3,3
P54,Q16221215,A-Few-Years,3,3
P54,Q16222507,A-Few-Years,3,3
P54,Q16223142,A-Year,5,5
